locatie_id,latitude,longitude,verkeersintensiteit,meet_richting,meetpaal_id
PFR07_101648_N917_O,53.09502,6.18753,420.0,,PFR07_101648_N917_O
PFR07_101648_N917_W,53.09502,6.18753,420.0,,PFR07_101648_N917_W
PFR07_101649_N919_N,53.004387,6.303276,600.0,,PFR07_101649_N919_N
PFR07_101649_N919_Z,53.004387,6.303276,480.0,,PFR07_101649_N919_Z
PFR07_101650_N924_O,52.942184,5.912119,360.0,,PFR07_101650_N924_O
PFR07_101650_N924_W,52.942184,5.912119,660.0,,PFR07_101650_N924_W
PFR07_101651_N927_O,52.916313,5.759998,480.0,,PFR07_101651_N927_O
PFR07_101651_N927_W,52.916313,5.759998,480.0,,PFR07_101651_N927_W
PFR07_101652_N924_O,52.8717,5.752365,600.0,,PFR07_101652_N924_O
PFR07_101652_N924_W,52.8717,5.752365,660.0,,PFR07_101652_N924_W
PFR07_101653_N928_NO,52.9341,5.608023,480.0,,PFR07_101653_N928_NO
PFR07_101653_N928_ZW,52.9341,5.608023,420.0,,PFR07_101653_N928_ZW
PFR07_101654_N355_O,53.217949,5.916263,960.0,,PFR07_101654_N355_O
PFR07_101654_N355_W,53.218062,5.916248,960.0,,PFR07_101654_N355_W
PFR07_101655_N355_O,53.222623,5.943802,900.0,,PFR07_101655_N355_O
PFR07_101655_N355_W,53.222719,5.943744,720.0,,PFR07_101655_N355_W
PFR07_101656_JSTRWG_O,52.9553134,5.8523301,240.0,,PFR07_101656_JSTRWG_O
PFR07_101656_JSTRWG_W,52.9553134,5.8523301,60.0,,PFR07_101656_JSTRWG_W
PFR07_101657_TRMW_N,52.9758408,5.7544414,180.0,,PFR07_101657_TRMW_N
PFR07_101657_TRMW_Z,52.9758408,5.7544414,240.0,,PFR07_101657_TRMW_Z
PFR07_633L_N381_N,52.94331,6.319444,840.0,,PFR07_633L_N381_N
PFR07_633R_N381_Z,52.943315,6.319362,780.0,,PFR07_633R_N381_Z
PFR07_656L_N351_O,52.97406,6.28611,540.0,,PFR07_656L_N351_O
PFR07_656R_N351_W,52.97339,6.28154,660.0,,PFR07_656R_N351_W
PFR07_657L_N353_Z,52.88581,6.14399,360.0,,PFR07_657L_N353_Z
PFR07_657R_N353_N,52.88562,6.14375,360.0,,PFR07_657R_N353_N
PFR07_658L_N354_N,52.9568,5.65264,840.0,,PFR07_658L_N354_N
PFR07_658R_N354_Z,52.95704,5.65246,540.0,,PFR07_658R_N354_Z
PFR07_659L_N354_N,52.94078,5.65533,540.0,,PFR07_659L_N354_N
PFR07_659R_N354_Z,52.93784,5.65662,480.0,,PFR07_659R_N354_Z
PFR07_660L_N354_NW,52.89821,5.72163,540.0,,PFR07_660L_N354_NW
PFR07_660R_N354_ZO,52.89915,5.71988,240.0,,PFR07_660R_N354_ZO
PFR07_661L_N355_NW,53.220364,5.977077,480.0,,PFR07_661L_N355_NW
PFR07_661R_N355_ZO,53.220293,5.977007,840.0,,PFR07_661R_N355_ZO
PFR07_662L_N355_ZW,53.23595,6.09487,720.0,,PFR07_662L_N355_ZW
PFR07_662R_N355_NO,53.23587,6.09488,420.0,,PFR07_662R_N355_NO
PFR07_663L_N356_N,53.37058,5.89473,240.0,,PFR07_663L_N356_N
PFR07_663R_N356_Z,53.37061,5.89461,180.0,,PFR07_663R_N356_Z
PFR07_664L_N358_NO,53.29997,6.13515,240.0,,PFR07_664L_N358_NO
PFR07_664R_N358_ZW,53.30049,6.13802,300.0,,PFR07_664R_N358_ZW
PFR07_665L_N358_W,53.2421,6.15483,540.0,,PFR07_665L_N358_W
PFR07_665R_N358_O,53.242,6.15487,960.0,,PFR07_665R_N358_O
PFR07_666L_N358_N,53.16923,6.17955,0.0,,PFR07_666L_N358_N
PFR07_666R_N358_Z,53.16927,6.17947,0.0,,PFR07_666R_N358_Z
PFR07_667L_N358_NW,53.13209,6.18176,840.0,,PFR07_667L_N358_NW
PFR07_667R_N358_ZO,53.13196,6.18179,540.0,,PFR07_667R_N358_ZO
PFR07_668L_N359_O,52.8493,5.70938,1020.0,,PFR07_668L_N359_O
PFR07_668R_N359_W,52.84939,5.70954,1020.0,,PFR07_668R_N359_W
PFR07_669L_N359_ZO,52.89456,5.47199,720.0,,PFR07_669L_N359_ZO
PFR07_669R_N359_NW,52.89344,5.47421,540.0,,PFR07_669R_N359_NW
PFR07_670L_N359_Z,52.95585,5.43077,780.0,,PFR07_670L_N359_Z
PFR07_670R_N359_N,52.95839,5.43089,540.0,,PFR07_670R_N359_N
PFR07_671L_N361_O,53.31108,6.01611,600.0,,PFR07_671L_N361_O
PFR07_671R_N361_W,53.31118,6.01618,720.0,,PFR07_671R_N361_W
PFR07_672L_N369_W,53.13927,6.09155,1020.0,,PFR07_672L_N369_W
PFR07_672R_N369_O,53.13956,6.09346,1020.0,,PFR07_672R_N369_O
PFR07_673L_N369_Z,53.17304,6.11838,660.0,,PFR07_673L_N369_Z
PFR07_673R_N369_N,53.17301,6.11855,1140.0,,PFR07_673R_N369_N
PFR07_674L_N381_N,53.003189,6.229145,1080.0,,PFR07_674L_N381_N
PFR07_674R_N381_Z,53.005508,6.228724,720.0,,PFR07_674R_N381_Z
PFR07_675L_N383_ZO,53.21789,5.70683,960.0,,PFR07_675L_N383_ZO
PFR07_675R_N383_NW,53.21885,5.70597,1260.0,,PFR07_675R_N383_NW
PFR07_676L_N390_O,53.18504,5.45065,660.0,,PFR07_676L_N390_O
PFR07_676R_N390_W,53.18511,5.45072,480.0,,PFR07_676R_N390_W
PFR07_677L_N392_NW,52.98831,6.09089,480.0,,PFR07_677L_N392_NW
PFR07_677R_N392_ZO,52.98827,6.09085,420.0,,PFR07_677R_N392_ZO
PFR07_678L_N917_NW,53.06469,6.27809,0.0,,PFR07_678L_N917_NW
PFR07_678R_N917_ZO,53.06465,6.27806,180.0,,PFR07_678R_N917_ZO
PFR07_679L_N918_Z,53.04295,6.33039,360.0,,PFR07_679L_N918_Z
PFR07_679R_N918_N,53.0428,6.33054,480.0,,PFR07_679R_N918_N
PFR07_680L_N919_N,52.98028,6.29389,1080.0,,PFR07_680L_N919_N
PFR07_680R_N919_Z,52.97992,6.29382,660.0,,PFR07_680R_N919_Z
PFR07_681L_N924_N,52.91488,5.84938,300.0,,PFR07_681L_N924_N
PFR07_681R_N924_Z,52.91484,5.84923,300.0,,PFR07_681R_N924_Z
RWS01_MONIBAS_0060vwa3108ra,52.95574,5.81608,420.0,northBound,RWS01_MONIBAS_0060vwa3108ra
RWS01_MONIBAS_0060vwb3112ra,52.95792,5.82176,900.0,northBound,RWS01_MONIBAS_0060vwb3112ra
RWS01_MONIBAS_0060vwc3112ra,52.95866,5.8216,840.0,southBound,RWS01_MONIBAS_0060vwc3112ra
RWS01_MONIBAS_0060vwd3108ra,52.95611,5.81532,480.0,southBound,RWS01_MONIBAS_0060vwd3108ra
RWS01_MONIBAS_0060vwf3098ra,52.94927,5.80682,1080.0,,RWS01_MONIBAS_0060vwf3098ra
RWS01_MONIBAS_0061hrl3098ra,52.94925,5.80685,1080.0,southBound,RWS01_MONIBAS_0061hrl3098ra
RWS01_MONIBAS_0061hrl3108ra,52.95599,5.81566,1260.0,southBound,RWS01_MONIBAS_0061hrl3108ra
RWS01_MONIBAS_0061hrr3098ra,52.94911,5.80693,1260.0,northBound,RWS01_MONIBAS_0061hrr3098ra
RWS01_MONIBAS_0061hrr3108ra,52.95585,5.81587,1440.0,northBound,RWS01_MONIBAS_0061hrr3108ra
RWS01_MONIBAS_0070vwa1401ra,52.96285,5.86753,360.0,eastBound,RWS01_MONIBAS_0070vwa1401ra
RWS01_MONIBAS_0070vwa1463ra,52.98421,5.95294,420.0,eastBound,RWS01_MONIBAS_0070vwa1463ra
RWS01_MONIBAS_0070vwa1521ra,53.0191,6.00981,0.0,eastBound,RWS01_MONIBAS_0070vwa1521ra
RWS01_MONIBAS_0070vwa1576ra,53.06096,6.05273,0.0,eastBound,RWS01_MONIBAS_0070vwa1576ra
RWS01_MONIBAS_0070vwa1613ra,53.08799,6.08336,0.0,eastBound,RWS01_MONIBAS_0070vwa1613ra
RWS01_MONIBAS_0070vwa1649ra,53.10496,6.13456,0.0,eastBound,RWS01_MONIBAS_0070vwa1649ra
RWS01_MONIBAS_0070vwb1401ra,52.96346,5.86844,300.0,eastBound,RWS01_MONIBAS_0070vwb1401ra
RWS01_MONIBAS_0070vwb1423ra,52.96831,5.89951,540.0,eastBound,RWS01_MONIBAS_0070vwb1423ra
RWS01_MONIBAS_0070vwb1468ra,52.98558,5.95889,360.0,eastBound,RWS01_MONIBAS_0070vwb1468ra
RWS01_MONIBAS_0070vwb1522ra,53.02033,6.00974,0.0,eastBound,RWS01_MONIBAS_0070vwb1522ra
RWS01_MONIBAS_0070vwb1577ra,53.06222,6.05277,0.0,eastBound,RWS01_MONIBAS_0070vwb1577ra
RWS01_MONIBAS_0070vwb1614ra,53.08927,6.08479,0.0,eastBound,RWS01_MONIBAS_0070vwb1614ra
RWS01_MONIBAS_0070vwc1401ra,52.96373,5.86833,300.0,westBound,RWS01_MONIBAS_0070vwc1401ra
RWS01_MONIBAS_0070vwc1423ra,52.96874,5.89845,600.0,westBound,RWS01_MONIBAS_0070vwc1423ra
RWS01_MONIBAS_0070vwc1468ra,52.98587,5.95869,240.0,westBound,RWS01_MONIBAS_0070vwc1468ra
RWS01_MONIBAS_0070vwc1522ra,53.02052,6.00928,0.0,westBound,RWS01_MONIBAS_0070vwc1522ra
RWS01_MONIBAS_0070vwc1577ra,53.0624,6.05227,0.0,westBound,RWS01_MONIBAS_0070vwc1577ra
RWS01_MONIBAS_0070vwc1617ra,53.09086,6.08772,0.0,westBound,RWS01_MONIBAS_0070vwc1617ra
RWS01_MONIBAS_0070vwd1401ra,52.96347,5.86753,660.0,westBound,RWS01_MONIBAS_0070vwd1401ra
RWS01_MONIBAS_0070vwd1464ra,52.98462,5.95331,300.0,westBound,RWS01_MONIBAS_0070vwd1464ra
RWS01_MONIBAS_0070vwd1521ra,53.01982,6.00758,0.0,westBound,RWS01_MONIBAS_0070vwd1521ra
RWS01_MONIBAS_0070vwd1576ra,53.06181,6.05047,0.0,westBound,RWS01_MONIBAS_0070vwd1576ra
RWS01_MONIBAS_0070vwd1615ra,53.08994,6.08409,0.0,westBound,RWS01_MONIBAS_0070vwd1615ra
RWS01_MONIBAS_0070vwe1435ra,52.97323,5.91416,1140.0,eastBound,RWS01_MONIBAS_0070vwe1435ra
RWS01_MONIBAS_0070vwf1435ra,52.97742,5.9135,240.0,westBound,RWS01_MONIBAS_0070vwf1435ra
RWS01_MONIBAS_0070vwf1654ra,53.10664,6.13698,0.0,westBound,RWS01_MONIBAS_0070vwf1654ra
RWS01_MONIBAS_0071hrl1401ra,52.96348,5.8672,1620.0,westBound,RWS01_MONIBAS_0071hrl1401ra
RWS01_MONIBAS_0071hrl1423ra,52.96855,5.89853,1500.0,westBound,RWS01_MONIBAS_0071hrl1423ra
RWS01_MONIBAS_0071hrl1434ra,52.97393,5.91288,1440.0,westBound,RWS01_MONIBAS_0071hrl1434ra
RWS01_MONIBAS_0071hrl1435ra,52.97454,5.91442,1080.0,westBound,RWS01_MONIBAS_0071hrl1435ra
RWS01_MONIBAS_0071hrl1466ra,52.98526,5.95638,1560.0,westBound,RWS01_MONIBAS_0071hrl1466ra
RWS01_MONIBAS_0071hrl1479ra,53.02065,6.00973,1320.0,westBound,RWS01_MONIBAS_0071hrl1479ra
RWS01_MONIBAS_0071hrl1521ra,53.01941,6.00844,0.0,westBound,RWS01_MONIBAS_0071hrl1521ra
RWS01_MONIBAS_0071hrl1576ra,53.06138,6.05143,0.0,westBound,RWS01_MONIBAS_0071hrl1576ra
RWS01_MONIBAS_0071hrl1615ra,53.08982,6.08588,0.0,westBound,RWS01_MONIBAS_0071hrl1615ra
RWS01_MONIBAS_0071hrl1651ra,53.10469,6.13373,0.0,westBound,RWS01_MONIBAS_0071hrl1651ra
RWS01_MONIBAS_0071hrl1655ra,53.1062,6.13793,0.0,westBound,RWS01_MONIBAS_0071hrl1655ra
RWS01_MONIBAS_0071hrr1354ra,52.94893,5.7968,1020.0,eastBound,RWS01_MONIBAS_0071hrr1354ra
RWS01_MONIBAS_0071hrr1401ra,52.9633,5.86728,1800.0,eastBound,RWS01_MONIBAS_0071hrr1401ra
RWS01_MONIBAS_0071hrr1423ra,52.96842,5.89866,1560.0,eastBound,RWS01_MONIBAS_0071hrr1423ra
RWS01_MONIBAS_0071hrr1434ra,52.97377,5.91301,1320.0,eastBound,RWS01_MONIBAS_0071hrr1434ra
RWS01_MONIBAS_0071hrr1438ra,52.97563,5.918,780.0,eastBound,RWS01_MONIBAS_0071hrr1438ra
RWS01_MONIBAS_0071hrr1466ra,52.98508,5.95644,1740.0,eastBound,RWS01_MONIBAS_0071hrr1466ra
RWS01_MONIBAS_0071hrr1479ra,52.98921,5.97412,1920.0,eastBound,RWS01_MONIBAS_0071hrr1479ra
RWS01_MONIBAS_0071hrr1521ra,53.01932,6.00869,0.0,eastBound,RWS01_MONIBAS_0071hrr1521ra
RWS01_MONIBAS_0071hrr1576ra,53.06129,6.05163,0.0,eastBound,RWS01_MONIBAS_0071hrr1576ra
RWS01_MONIBAS_0071hrr1613ra,53.08875,6.08286,0.0,eastBound,RWS01_MONIBAS_0071hrr1613ra
RWS01_MONIBAS_0071hrr1650ra,53.10376,6.1315,0.0,eastBound,RWS01_MONIBAS_0071hrr1650ra
RWS01_MONIBAS_0310vww0755ra,53.1056,6.13427,0.0,,RWS01_MONIBAS_0310vww0755ra
RWS01_MONIBAS_0320vwa0421ra,52.92847,5.96309,240.0,northBound,RWS01_MONIBAS_0320vwa0421ra
RWS01_MONIBAS_0320vwa0449ra,52.95052,5.94339,540.0,northBound,RWS01_MONIBAS_0320vwa0449ra
RWS01_MONIBAS_0320vwa0465ra,52.96374,5.9355,600.0,northBound,RWS01_MONIBAS_0320vwa0465ra
RWS01_MONIBAS_0320vwa0578ra,53.04676,5.847,360.0,northBound,RWS01_MONIBAS_0320vwa0578ra
RWS01_MONIBAS_0320vwa0628ra,53.08899,5.82474,360.0,northBound,RWS01_MONIBAS_0320vwa0628ra
RWS01_MONIBAS_0320vwa0652ra,53.1105,5.81567,300.0,northBound,RWS01_MONIBAS_0320vwa0652ra
RWS01_MONIBAS_0320vwb0427ra,52.93362,5.95991,420.0,northBound,RWS01_MONIBAS_0320vwb0427ra
RWS01_MONIBAS_0320vwb0454ra,52.9549,5.94112,0.0,northBound,RWS01_MONIBAS_0320vwb0454ra
RWS01_MONIBAS_0320vwb0466ra,52.96512,5.93327,0.0,northBound,RWS01_MONIBAS_0320vwb0466ra
RWS01_MONIBAS_0320vwb0582ra,53.04963,5.84547,480.0,northBound,RWS01_MONIBAS_0320vwb0582ra
RWS01_MONIBAS_0320vwb0632ra,53.09269,5.82314,660.0,northBound,RWS01_MONIBAS_0320vwb0632ra
RWS01_MONIBAS_0320vwb0657ra,53.1142,5.8127,780.0,northBound,RWS01_MONIBAS_0320vwb0657ra
RWS01_MONIBAS_0320vwc0427ra,52.9335,5.95956,360.0,southBound,RWS01_MONIBAS_0320vwc0427ra
RWS01_MONIBAS_0320vwc0454ra,52.95483,5.94023,780.0,southBound,RWS01_MONIBAS_0320vwc0454ra
RWS01_MONIBAS_0320vwc0469ra,52.96658,5.93106,660.0,southBound,RWS01_MONIBAS_0320vwc0469ra
RWS01_MONIBAS_0320vwc0582ra,53.04947,5.8445,540.0,southBound,RWS01_MONIBAS_0320vwc0582ra
RWS01_MONIBAS_0320vwc0632ra,53.09256,5.82218,540.0,southBound,RWS01_MONIBAS_0320vwc0632ra
RWS01_MONIBAS_0320vwc0657ra,53.114,5.81136,540.0,southBound,RWS01_MONIBAS_0320vwc0657ra
RWS01_MONIBAS_0320vwd0421ra,52.92843,5.96272,240.0,southBound,RWS01_MONIBAS_0320vwd0421ra
RWS01_MONIBAS_0320vwd0449ra,52.9503,5.94251,420.0,southBound,RWS01_MONIBAS_0320vwd0449ra
RWS01_MONIBAS_0320vwd0465ra,52.9637,5.93443,0.0,southBound,RWS01_MONIBAS_0320vwd0465ra
RWS01_MONIBAS_0320vwd0578ra,53.04655,5.84558,300.0,southBound,RWS01_MONIBAS_0320vwd0578ra
RWS01_MONIBAS_0320vwd0628ra,53.08877,5.82366,420.0,southBound,RWS01_MONIBAS_0320vwd0628ra
RWS01_MONIBAS_0320vwd0652ra,53.10932,5.8138,360.0,southBound,RWS01_MONIBAS_0320vwd0652ra
RWS01_MONIBAS_0320vwr0478ra,52.97245,5.92171,1020.0,northBound,RWS01_MONIBAS_0320vwr0478ra
RWS01_MONIBAS_0320vws0488ra,52.97782,5.91045,600.0,southBound,RWS01_MONIBAS_0320vws0488ra
RWS01_MONIBAS_0321hrl0424ra,52.93087,5.96145,1080.0,southBound,RWS01_MONIBAS_0321hrl0424ra
RWS01_MONIBAS_0321hrl0452ra,52.95288,5.94152,1200.0,southBound,RWS01_MONIBAS_0321hrl0452ra
RWS01_MONIBAS_0321hrl0467ra,52.96539,5.93295,1140.0,southBound,RWS01_MONIBAS_0321hrl0467ra
RWS01_MONIBAS_0321hrl0482ra,52.97468,5.91678,180.0,southBound,RWS01_MONIBAS_0321hrl0482ra
RWS01_MONIBAS_0321hrl0486ra,52.97686,5.91254,900.0,southBound,RWS01_MONIBAS_0321hrl0486ra
RWS01_MONIBAS_0321hrl0540ra,53.01539,5.86887,1140.0,southBound,RWS01_MONIBAS_0321hrl0540ra
RWS01_MONIBAS_0321hrl0580ra,53.04787,5.84562,840.0,southBound,RWS01_MONIBAS_0321hrl0580ra
RWS01_MONIBAS_0321hrl0630ra,53.09043,5.82352,900.0,southBound,RWS01_MONIBAS_0321hrl0630ra
RWS01_MONIBAS_0321hrl0654ra,53.11158,5.81317,1020.0,southBound,RWS01_MONIBAS_0321hrl0654ra
RWS01_MONIBAS_0321hrl0685ra,53.13761,5.79933,1440.0,southBound,RWS01_MONIBAS_0321hrl0685ra
RWS01_MONIBAS_0321hrr0424ra,52.93102,5.96155,1020.0,northBound,RWS01_MONIBAS_0321hrr0424ra
RWS01_MONIBAS_0321hrr0452ra,52.9529,5.94171,1380.0,northBound,RWS01_MONIBAS_0321hrr0452ra
RWS01_MONIBAS_0321hrr0467ra,52.96545,5.93311,720.0,northBound,RWS01_MONIBAS_0321hrr0467ra
RWS01_MONIBAS_0321hrr0479ra,52.97314,5.92009,720.0,northBound,RWS01_MONIBAS_0321hrr0479ra
RWS01_MONIBAS_0321hrr0483ra,52.97543,5.9156,840.0,northBound,RWS01_MONIBAS_0321hrr0483ra
RWS01_MONIBAS_0321hrr0540ra,53.01547,5.86904,1140.0,northBound,RWS01_MONIBAS_0321hrr0540ra
RWS01_MONIBAS_0321hrr0580ra,53.04786,5.84581,1020.0,northBound,RWS01_MONIBAS_0321hrr0580ra
RWS01_MONIBAS_0321hrr0630ra,53.09042,5.82371,1140.0,northBound,RWS01_MONIBAS_0321hrr0630ra
RWS01_MONIBAS_0321hrr0654ra,53.11161,5.81337,1320.0,northBound,RWS01_MONIBAS_0321hrr0654ra
RWS01_MONIBAS_0321hrr0685ra,53.13765,5.79959,1440.0,northBound,RWS01_MONIBAS_0321hrr0685ra
RWS01_MONICA_00D00630640A30200007,52.94928,5.79735,720.0,northBound,RWS01_MONICA_00D00630640A30200007
RWS01_MONICA_00D00715285088200007,52.94882,5.79656,720.0,eastBound,RWS01_MONICA_00D00715285088200007
RWS01_MONICA_00D01F0BC81400200007,53.10508,6.1345,0.0,eastBound,RWS01_MONICA_00D01F0BC81400200007
RWS01_MONICA_00D01F0BC841D0050005,53.10623,6.1336,0.0,westBound,RWS01_MONICA_00D01F0BC841D0050005
RWS01_MONICA_00D01F0BC841D0050009,53.10623,6.1336,0.0,westBound,RWS01_MONICA_00D01F0BC841D0050009
RWS01_MONICA_00D01F0BD058D0070007,53.10446,6.135,0.0,eastBound,RWS01_MONICA_00D01F0BD058D0070007
RWS01_MONICA_00D01F0BD058D007000B,53.10446,6.135,0.0,eastBound,RWS01_MONICA_00D01F0BD058D007000B
RWS01_MONICA_10D007163C28D0050005,52.96866,5.89909,1320.0,westBound,RWS01_MONICA_10D007163C28D0050005
RWS01_MONICA_10D007163C28D0050009,52.96866,5.89909,1500.0,westBound,RWS01_MONICA_10D007163C28D0050009
RWS01_MONICA_10D00716540ED0050005,52.97125,5.90636,1440.0,westBound,RWS01_MONICA_10D00716540ED0050005
RWS01_MONICA_10D00716540ED0050009,52.97125,5.90636,1260.0,westBound,RWS01_MONICA_10D00716540ED0050009
RWS01_MONICA_10D00716683250200005,52.97444,5.91275,0.0,westBound,RWS01_MONICA_10D00716683250200005
RWS01_MONICA_10D007166832D0050005,52.97398,5.91301,1200.0,westBound,RWS01_MONICA_10D007166832D0050005
RWS01_MONICA_10D007166832D0050009,52.97398,5.91301,1500.0,westBound,RWS01_MONICA_10D007166832D0050009
RWS01_MONICA_10D007167027D0050305,52.97491,5.9154,0.0,westBound,RWS01_MONICA_10D007167027D0050305
RWS01_MONICA_10D007167413D0050005,52.97529,5.91643,1320.0,westBound,RWS01_MONICA_10D007167413D0050005
RWS01_MONICA_10D007167413D0050009,52.97529,5.91643,900.0,westBound,RWS01_MONICA_10D007167413D0050009
RWS01_MONICA_10D007168032D0050005,52.97675,5.92068,1080.0,westBound,RWS01_MONICA_10D007168032D0050005
RWS01_MONICA_10D007168032D0050009,52.97675,5.92068,1380.0,westBound,RWS01_MONICA_10D007168032D0050009
RWS01_MONICA_10D007169440D0050005,52.97874,5.92756,1140.0,westBound,RWS01_MONICA_10D007169440D0050005
RWS01_MONICA_10D007169440D0050009,52.97874,5.92756,1320.0,westBound,RWS01_MONICA_10D007169440D0050009
RWS01_MONICA_10D00716AC40D0050005,52.98073,5.93593,1740.0,westBound,RWS01_MONICA_10D00716AC40D0050005
RWS01_MONICA_10D00716AC40D0050009,52.98073,5.93593,1320.0,westBound,RWS01_MONICA_10D00716AC40D0050009
